LEA Record ID,Agency ORI,LEA Batch ID,Transaction Type,NFIA,Date/Time of Stop,Duration of Stop,Is Stop Made in Response to Call for Service,Officer Unique ID,Officer Years of Experience,Officer Type of Assignment,Other Assignment Type,Proxy Login,Location,City,Is Location a K‐12 Public School,K‐12 School Code,Per00n Number,Perceived Race or Ethnicity,Perceived Race or Ethnicity 2,Perceived Gender 1‐4,Perceived Gender 5 ‐ Gender Nonconforming,Is LGBT,Perceived Age,Per00n had Limited or No English Fluency,Perceived or Known Disability,Perceived or Known Disability 2,Perceived or Known Disability 3,"If K‐12 School, Is Stop of a Student",Rea00n for Stop,Rea00n for Stop Narrative,Traffic Violation Type,Traffic Violation ‐ CJIS Offense Code,Education Code Section,Education Code Subdivision,Suspicion CJIS Offense Code,Suspicion Sub‐Type,Suspicion Sub‐Type 2,Actions Taken,Actions Taken 2,Actions Taken 3,Actions Taken 4,Basis for Search,Basis for Search Narrative,Basis for Property Seizure,Type of Property Seized,Type of Property Seized 2,Type of Property Seized 3,Contraband or Evidence,Contraband or Evidence 2,Contraband or Evidence 3,Result of Stop,Warning CJIS Offense Code(s),Citation CJIS Offense Code(s),In‐field cite and release CJIS Offense Code(s),Custodial arrest CJIS Offense Code(s),Beat,Race Noted Before Detention,Marin Resident,,,,,,,,,,,,,,,,,
1636987c-1811-445e-8e71-b67d7412fd0c,CA0210000,,,,6/16/2021 11:21,5,No,12845,2,"1_Patrol, traffic enforcement, field operations",,,100 Marinwood Dr,MARINWOOD,No,,,7_White,,1_Male,,No,20,No,8_None,,,,1_Traffic violation,Stop sign violation,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,32,No,Yes,,,,,,,,,,,,,,,,,
66fb31d0-10e9-4508-8e72-cbb56ccf868b,CA0210000,,,,6/16/2021 10:59,9,No,12950,,"1_Patrol, traffic enforcement, field operations",,,Chileno valley at tomales Petaluma road ,TOMALES,No,,,3_Hispanic/Latino(a),,1_Male,,No,20,No,8_None,,,,1_Traffic violation,No front plate and expired reg tab ,"3_Non-moving violation, including registration",54644,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),5200(A),,,,42,No,No,,,,,,,,,,,,,,,,,
6ab69096-0149-4307-b0f1-f64ddbe4019d,CA0210000,,,,6/16/2021 12:30,15,No,13027,1,"1_Patrol, traffic enforcement, field operations",,,150 Shoreline ,MILL VALLEY,No,,,7_White,,1_Male,,No,35,No,8_None,,,,1_Traffic violation,Expired Registration ,"3_Non-moving violation, including registration",54208,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,11,No,No,,,,,,,,,,,,,,,,,
cb27d945-11d3-4aed-b0ce-cbd689496468,CA0210000,,,,6/16/2021 12:00,10,No,13027,1,"1_Patrol, traffic enforcement, field operations",,,Bridgeway and Ebbtide ,SAUSALITO,No,,,3_Hispanic/Latino(a),,2_Female,,No,20,No,8_None,,,,1_Traffic violation,Right rear brake light out ,2_Equipment violation,54194,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,11,No,Yes,,,,,,,,,,,,,,,,,
7359e5cb-55df-45b9-8f0c-d627c8f5d5c2,CA0210000,,,,6/16/2021 14:35,18,No,13027,1,"1_Patrol, traffic enforcement, field operations",,,155 Shoreline Hwy,MILL VALLEY,No,,,2_Black/African American,,1_Male,,No,45,No,8_None,,,,1_Traffic violation,Expired tabs ,"3_Non-moving violation, including registration",54168,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,11,No,No,,,,,,,,,,,,,,,,,
b3b5dbfb-edc8-4abb-84f5-4aa186310e35,CA0210000,,,,6/16/2021 16:04,12,No,13027,1,"1_Patrol, traffic enforcement, field operations",,,NB 101 at shoreline ,MARIN CITY,No,,,7_White,,2_Female,,Yes,25,No,8_None,,,,1_Traffic violation,No front plate,2_Equipment violation,54211,,,,,,19_Asked for consent to search property,24_NONE,,,,,,,,,1_None,,,2_Warning (verbal or written),5202,,,,11,No,No,,,,,,,,,,,,,,,,,
e3229e5e-2faa-458f-936e-679a703a7e3d,CA0210000,,,,6/16/2021 12:44,10,No,12845,2,"1_Patrol, traffic enforcement, field operations",,,800 rincon way,SAN RAFAEL,No,,,4_Middle Eastern or 00uth Asian,,1_Male,,No,25,No,8_None,,,,4_Knowledge of outstanding arrest warrant/wanted per00n,Outstanding warrants,,,,,,,,5_Handcuffed or flex cuffed,,,,,,,,,,1_None,,,5_Custodial arrest pursuant to outstanding warrant,,,,,31,Yes,Yes,,,,,,,,,,,,,,,,,
846e71b6-ca0f-4e4a-a9ea-f67388278cf2,CA0210000,,,,6/16/2021 23:46,6,No,12845,2,"1_Patrol, traffic enforcement, field operations",,,Nb 101 at N San Pedro ,SAN RAFAEL,No,,,4_Middle Eastern or 00uth Asian,,1_Male,,No,40,No,8_None,,,,1_Traffic violation,Speeding,1_Moving violation,54303,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,Other,No,No,,,,,,,,,,,,,,,,,
7c730ffe-6b2b-4a86-8fd7-befa2ba275b0,CA0210000,,,,6/17/2021 03:03,5,No,12873,2,"1_Patrol, traffic enforcement, field operations",,,SB 101/ Marin City ,SAUSALITO,No,,,7_White,,1_Male,,No,65,No,8_None,,,,1_Traffic violation,Improper lighting at night ,2_Equipment violation,54191,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),24250,,,,11,No,Yes,,,,,,,,,,,,,,,,,
758226bd-9554-4f1d-8573-8d8d64cb788b,CA0210000,,,,6/17/2021 02:10,10,No,12873,2,"1_Patrol, traffic enforcement, field operations",,,SB 101/ Rodeo,SAUSALITO,No,,,7_White,,2_Female,,No,35,No,8_None,,,,1_Traffic violation,Improper lighting equipment,2_Equipment violation,54109,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,Other,No,No,,,,,,,,,,,,,,,,,
8bb6bb43-48ef-471f-8c63-214a069b6b45,CA0210000,,,,6/17/2021 10:16,5,No,11431,16,"1_Patrol, traffic enforcement, field operations",,,00uthbound Highway 101/central San Rafael ,SAN RAFAEL,No,,,7_White,,1_Male,,No,40,No,8_None,,,,1_Traffic violation,Expired registration ,"3_Non-moving violation, including registration",54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A),,,,31,No,No,,,,,,,,,,,,,,,,,
7486c587-27d2-4ac0-ab31-dbfb4e863c18,CA0210000,,,,6/16/2021 17:15,30,No,12292,6,9_Investigative/detective,,,1500 S Novato Blvd,NOVATO,No,,,7_White,7_White,1_Male,,No,23,No,8_None,,,,"3_Known to be on parole/probation,PRCS, mandatory supervision",Probation search for smart phone relating to child pornography investigation. ,,,,,,,,20_Search of property was conducted,4_Curbside detention,21_Property was seized,,4_Condition of parole/probation/PRCS/mandatory supervision,,3_Evidence,9_Cell phone(s) or electronic devices,,,10_Cell phone(s) or electronic device(s),1_None,,1_No action,,,,,Other,Yes,Yes,,,,,,,,,,,,,,,,,
b3c3c70d-9d70-4cb4-89ab-5b6b6475f10d,CA0210000,,,,6/17/2021 11:22,43,No,11431,16,"1_Patrol, traffic enforcement, field operations",,,Atherton Ave/School Road ,NOVATO,No,,,7_White,,2_Female,,No,30,No,8_None,,,,1_Traffic violation,Crossed double yellow line. ,1_Moving violation,54169,,,,,,1_Per00n removed from vehicle by order,18_Search of per00n was conducted,20_Search of property was conducted,21_Property was seized,,,2_Contraband,4_Drugs/narcotics,,,5_Drugs/narcotics,8_Drug paraphernalia,,6_Custodial arrest without warrant,,,,,33,Yes,Yes,,,,,,,,,,,,,,,,,
04fcf091-cbd5-432a-9074-ae3bfa05b76e,CA0210000,,,,6/12/2021 20:27,180,No,13013,1,"1_Patrol, traffic enforcement, field operations",,,Bridge at Bridgeway ,SAUSALITO,No,,,2_Black/African American,,1_Male,,No,20,No,8_None,,,,1_Traffic violation,Unsafe speed ,1_Moving violation,54106,,,,,,1_Per00n removed from vehicle by order,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,20_Search of property was conducted,,,2_Contraband,1_Firearms,,,2_Firearm(s),5_Drugs/narcotics,,6_Custodial arrest without warrant,,,,,11,No,Yes,,,,,,,,,,,,,,,,,
ae137f8a-4fa5-4c15-bcf4-cad1805cae7d,CA0210000,,,,6/17/2021 16:31,20,No,12628,4,"1_Patrol, traffic enforcement, field operations",,,EB Hwy 37 at Harbor,NOVATO,No,,,3_Hispanic/Latino(a),,1_Male,,No,35,Yes,8_None,,,,1_Traffic violation,Vehicle with expired registration ,2_Equipment violation,54099,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,,,,Other,No,No,,,,,,,,,,,,,,,,,
d6805aec-ee09-4555-a202-63e933cd7a75,CA0210000,,,,6/17/2021 11:22,43,No,11431,16,"1_Patrol, traffic enforcement, field operations",,,Atherton Ave/School Road,NOVATO,No,,,3_Hispanic/Latino(a),,2_Female,,No,45,No,8_None,,,,1_Traffic violation,Passenger in car that was stopped for having expired registration. ,"3_Non-moving violation, including registration",54099,,,,,,4_Curbside detention,,,,,,,,,,1_None,,,1_No action,,,,,33,No,Yes,,,,,,,,,,,,,,,,,
7f44a3cb-43d5-4c19-8fd0-57258a44fdd1,CA0210000,,,,6/17/2021 11:22,43,No,11431,16,"1_Patrol, traffic enforcement, field operations",,,Atherton Ave/School Rd,NOVATO,No,,,2_Black/African American,,2_Female,,No,30,No,8_None,,,,1_Traffic violation,Passenger in a car that will stop for having expired registration.,"3_Non-moving violation, including registration",54099,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,33,No,Yes,,,,,,,,,,,,,,,,,
155f189c-22e7-41b7-8f96-a13f189dcfe2,CA0210000,,,,6/17/2021 12:05,4,No,12313,6,"1_Patrol, traffic enforcement, field operations",,,E Strawberry Drive/Weatherly drive ,MILL VALLEY,No,,,7_White,,1_Male,,No,50,No,8_None,,,,1_Traffic violation,Brake light out ,2_Equipment violation,54109,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),24252(A),,,,13,No,Yes,,,,,,,,,,,,,,,,,
382dfa27-acc8-4a53-9f91-4d33a6b2456b,CA0210000,,,,6/17/2021 17:53,10,Yes,11431,16,"1_Patrol, traffic enforcement, field operations",,,300 Smith Ranch Road ,SAN RAFAEL,No,,,7_White,,2_Female,,No,30,No,4_Mental health condition,8_None,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subject was the reported to be acting bizarrely at a treatment facility.,,,,,NA - XX,2_Matched suspect description,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,31,No,Yes,,,,,,,,,,,,,,,,,
f0debbf4-b491-463c-a1b7-3d665e42db1a,CA0210000,,,,6/17/2021 18:25,8,No,11361,,"1_Patrol, traffic enforcement, field operations",,,23000 shoreline Hwy ,MARSHALL,No,,,7_White,,1_Male,,No,44,No,8_None,,,,1_Traffic violation,Pass over double yellow,1_Moving violation,54169,,,,,,24_NONE,,,,,,,,,,1_None,,,3_Citation for infraction,,21460(A),,,42,No,No,,,,,,,,,,,,,,,,,
042daf47-c036-43c7-abb8-05cf0c54fd23,CA0210000,,,,6/17/2021 13:16,52,Yes,12950,,"1_Patrol, traffic enforcement, field operations",,,50 Brighton Avenue ,BOLINAS,No,,,7_White,,1_Male,,No,30,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Report of suspect vandalizing a vehicle and causing disturbance ,,,,,594(B)(2)(A),2_Matched suspect description,4_Carrying suspicious object,4_Curbside detention,18_Search of per00n was conducted,20_Search of property was conducted,5_Handcuffed or flex cuffed,,,,,,,1_None,,,6_Custodial arrest without warrant,,,,,41,Yes,Yes,,,,,,,,,,,,,,,,,
47954af9-a455-49e4-b941-35b30b798dc8,CA0210000,,,,6/17/2021 08:45,8,No,12838,2,"1_Patrol, traffic enforcement, field operations",,,Sir Francis Drake Blvd/shoreline Highway,OLEMA,No,,,7_White,,2_Female,,No,30,No,8_None,,,,1_Traffic violation,Expired Registration,"3_Non-moving violation, including registration",54657,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,42,No,Yes,,,,,,,,,,,,,,,,,
2b01cb36-a22a-4d09-b7ef-5b43971169a6,CA0210000,,,,6/17/2021 22:00,19,Yes,12838,2,"1_Patrol, traffic enforcement, field operations",,,12000 Shoreline highway,POINT REYES STATION,No,,,7_White,,1_Male,,No,60,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subject intentionally took medication to overdose.,,,,,,2_Matched suspect description,,18_Search of per00n was conducted,,,,2_Officer safety/safety of others,Cur00ry search for readily accessible weapons. ,,,,,1_None,,,10_Psychiatric hold (W&I Code 5150 or 5585.20),,,,,42,No,Yes,,,,,,,,,,,,,,,,,
24652c8c-f960-45be-a3fb-15d832b4a325,CA0210000,,,,6/17/2021 18:50,30,Yes,12250,,"1_Patrol, traffic enforcement, field operations",,,80 Cole drive,MARIN CITY,No,,,2_Black/African American,,1_Male,,No,30,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Family disturbance,,,,,415(1),9_Other rea00nable suspicion of a crime,,5_Handcuffed or flex cuffed,,,,,,,,,,1_None,,,6_Custodial arrest without warrant,,,,,11,No,Yes,,,,,,,,,,,,,,,,,
dfc6a5cb-3d59-45a1-b401-35398194a9ea,CA0210000,,,,6/18/2021 08:54,20,No,12656,,"1_Patrol, traffic enforcement, field operations",,,NB 101 / north San Pedro rd,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,1_Male,,No,60,No,8_None,,,,1_Traffic violation,Expired registration ,2_Equipment violation,54657,,,,,,19_Asked for consent to search property,17_Asked for consent to search per00n,,,,,,,,,1_None,,,3_Citation for infraction,,,,,Other,No,No,,,,,,,,,,,,,,,,,
fca290ed-9394-4566-b080-1649d231f39a,CA0210000,,,,6/17/2021 09:34,7,No,10325,27,"1_Patrol, traffic enforcement, field operations",,,100 Goodhill Rd,KENTFIELD,No,,,7_White,7_White,1_Male,,No,37,No,8_None,,,,1_Traffic violation,Ran a stop sign,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22450(A),,,,21,No,Yes,,,,,,,,,,,,,,,,,
04191167-2422-4170-b2ae-302252af30cc,CA0210000,,,,6/18/2021 13:50,8,No,10325,27,"1_Patrol, traffic enforcement, field operations",,,100 Goodhill Rd,KENTFIELD,No,,,7_White,7_White,1_Male,,No,39,No,8_None,,,,1_Traffic violation,Subj ran a stop sign,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22450(A),,,,21,No,No,,,,,,,,,,,,,,,,,
d98dc068-9b3b-47ad-abbb-788632d0a686,CA0210000,,,,6/17/2021 23:39,60,No,13013,1,"1_Patrol, traffic enforcement, field operations",,,Strawberry village shopping center ,MILL VALLEY,No,,,7_White,,1_Male,,No,55,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subject was displaying signs of being under the influence,,,,,11550(A),1_Officer witnessed commission of a crime,9_Other rea00nable suspicion of a crime,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,20_Search of property was conducted,,,,3_Evidence,7_Drug paraphernalia,,,8_Drug paraphernalia,1_None,,6_Custodial arrest without warrant,,,,,13,No,Yes,,,,,,,,,,,,,,,,,
5157cfb8-8e8e-4375-971d-4accf632bd8f,CA0210000,,,,6/18/2021 15:56,5,No,12089,9,"1_Patrol, traffic enforcement, field operations",,,100 railroad ave,WOODACRE,No,,,7_White,7_White,1_Male,,No,50,No,8_None,,,,1_Traffic violation,Stop sign violation,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,22,No,No,,,,,,,,,,,,,,,,,
ec09dad3-2925-42f6-9535-faf4ac0d16cd,CA0210000,,,,6/18/2021 17:44,4,No,13055,0,"1_Patrol, traffic enforcement, field operations",,,1 Gate 6 rd,SAUSALITO,No,,,7_White,,1_Male,,No,30,No,8_None,,,,1_Traffic violation,Stop sign violation,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,11,No,No,,,,,,,,,,,,,,,,,
b46d57af-1e57-4395-a24f-ee6fcb259575,CA0210000,,,,6/18/2021 16:25,20,No,13055,0,"1_Patrol, traffic enforcement, field operations",,,NB 101 MCC,MARIN CITY,No,,,7_White,,1_Male,,No,80,No,8_None,,,,1_Traffic violation,Stop sign,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,11,No,Yes,,,,,,,,,,,,,,,,,
6642da1c-fe4d-4e44-b0cf-9660befa22f0,CA0210000,,,,6/18/2021 22:15,20,Yes,12656,,"1_Patrol, traffic enforcement, field operations",,,3000 civic center drive,SAN RAFAEL,No,,,7_White,,1_Male,,No,40,No,8_None,,,,6_Consensual encounter resulting in search,Dispatched to suspicious per00n yelling,,,,,,,,17_Asked for consent to search per00n,,,,,,,,,,1_None,,,1_No action,,,,,31,No,Yes,,,,,,,,,,,,,,,,,
296f81a6-a70c-465f-a828-43d10254d9f0,CA0210000,,,,6/18/2021 16:15,10,No,13055,0,"1_Patrol, traffic enforcement, field operations",,,Donahue and terners,MARIN CITY,No,,,7_White,,2_Female,,No,65,No,8_None,,,,1_Traffic violation,Stop sign,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22450(A),,,,11,Yes,Yes,,,,,,,,,,,,,,,,,
024919cd-5650-4274-b34d-98b59726a0fa,CA0210000,,,,6/19/2021 00:15,30,No,13139,7,"1_Patrol, traffic enforcement, field operations",,,100 Merrydale,SAN RAFAEL,No,,,7_White,,1_Male,,No,40,No,8_None,,,,1_Traffic violation,License plate light ,2_Equipment violation,54109,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),24252(A),,,,31,No,Yes,,,,,,,,,,,,,,,,,
b4d5125f-f655-4ac0-8206-618375043e02,CA0210000,,,,6/18/2021 20:03,2,No,12838,2,"1_Patrol, traffic enforcement, field operations",,,12000 Shoreline Highway ,POINT REYES STATION,No,,,3_Hispanic/Latino(a),,1_Male,,No,50,No,8_None,,,,4_Knowledge of outstanding arrest warrant/wanted per00n,"Outstanding bench warrant, failure to appear. ",,,,,,,,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,,,,,,,,,1_None,,,5_Custodial arrest pursuant to outstanding warrant,,,,,42,Yes,Yes,,,,,,,,,,,,,,,,,
d3522e87-5d37-465c-950c-df0343190fb4,CA0210000,,,,6/18/2021 20:58,2,No,12523,4,"1_Patrol, traffic enforcement, field operations",,,N Bridge Blvd/ Bridgeway ,MARIN CITY,No,,,7_White,,1_Male,,No,30,No,8_None,,,,1_Traffic violation,Vehicle not equip with two working stop lamps during darkness in violation is 24603 cvc. ,2_Equipment violation,54194,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,11,No,Yes,,,,,,,,,,,,,,,,,
fd1f5fd5-1b98-4b3c-8dc9-3af284254e19,CA0210000,,,,6/19/2021 02:24,2,No,12572,4,"1_Patrol, traffic enforcement, field operations",,,101n/central San rafael,SAN RAFAEL,No,,,2_Black/African American,,2_Female,,No,50,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Slow/erratic driving indicative of dui,,,,,23152(A),9_Other rea00nable suspicion of a crime,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,Other,No,Yes,,,,,,,,,,,,,,,,,
6c4ee2f1-8c81-4c49-ab0e-e6ba9d0bf6d3,CA0210000,,,,6/19/2021 14:40,55,Yes,12628,4,"1_Patrol, traffic enforcement, field operations",,,Sir Francis Drake Blvd at La Cuesta,GREENBRAE,No,,,3_Hispanic/Latino(a),,1_Male,,No,55,Yes,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subject passed out in driver seat of vehicle ,,,,,,9_Other rea00nable suspicion of a crime,,24_NONE,,,,,,,,,,1_None,,,6_Custodial arrest without warrant,,,,,21,No,No,,,,,,,,,,,,,,,,,
95d1080e-bf3c-4840-9bf5-dc33a200a888,CA0210000,,,,6/20/2021 00:30,10,No,13139,7,"1_Patrol, traffic enforcement, field operations",,,SB 101 Freitas Parkway,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,2_Female,,No,20,No,8_None,,,,1_Traffic violation,Fail to maintain lane ,1_Moving violation,54178,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,31,No,Yes,,,,,,,,,,,,,,,,,
2ad7890f-9a0a-4614-9759-546d29bb3f4d,CA0210000,,,,6/20/2021 01:12,10,No,13139,7,"1_Patrol, traffic enforcement, field operations",,,N San Pedro / Civic Center,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,2_Female,,No,30,No,8_None,,,,1_Traffic violation,Expired registration ,"3_Non-moving violation, including registration",54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,31,No,Yes,,,,,,,,,,,,,,,,,
429c70ae-f181-4293-9f6c-9058315747d2,CA0210000,,,,6/19/2021 09:33,4,No,12838,2,"1_Patrol, traffic enforcement, field operations",,,11000 Petaluma Point Reyes Rd,NICASIO,No,,,7_White,,1_Male,,No,50,No,8_None,,,,1_Traffic violation,No headlights/taillights.,2_Equipment violation,54191,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,42,No,No,,,,,,,,,,,,,,,,,
f350defb-90ba-4457-9743-89b46608d56a,CA0210000,,,,6/18/2021 07:05,20,Yes,12250,,"1_Patrol, traffic enforcement, field operations",,,100 Shoreline Hwy,MILL VALLEY,No,,,7_White,,1_Male,,No,40,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Fighting in Public,,,,,415(1),9_Other rea00nable suspicion of a crime,,5_Handcuffed or flex cuffed,,,,,,,,,,1_None,,,1_No action,,,,,11,No,Yes,,,,,,,,,,,,,,,,,
763b9dbc-0d8c-4310-a799-56728179f104,CA0210000,,,,6/19/2021 20:20,5,No,12250,,"1_Patrol, traffic enforcement, field operations",,,Bridge/Bridgeway,SAUSALITO,No,,,3_Hispanic/Latino(a),,2_Female,,No,30,No,8_None,,,,1_Traffic violation,Expired reg,1_Moving violation,54099,,,,,,6_Patrol car detention,,,,,,,,,,1_None,,,1_No action,,,,,11,No,Yes,,,,,,,,,,,,,,,,,
e6edf4a7-0dbd-49b2-b9a7-bc9259bd9d2a,CA0210000,,,,6/19/2021 18:45,30,Yes,13013,1,"1_Patrol, traffic enforcement, field operations",,,100 Donahue ,MARIN CITY,No,,,7_White,,1_Male,,No,30,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Suspected shoplifters ,,,,,459.5,2_Matched suspect description,,17_Asked for consent to search per00n,,,,,,,,,,1_None,,,1_No action,,,,,11,Yes,Yes,,,,,,,,,,,,,,,,,
c00ab3b2-f19a-45d8-86d1-4cfae98a22f7,CA0210000,,,,6/19/2021 21:21,25,No,12250,,"1_Patrol, traffic enforcement, field operations",,,100 Donahue Street,SAUSALITO,No,,,2_Black/African American,,1_Male,,No,35,No,8_None,,,,1_Traffic violation,Expired Reg,1_Moving violation,54099,,,,,,17_Asked for consent to search per00n,,,,,,,,,,1_None,,,1_No action,,,,,11,No,Yes,,,,,,,,,,,,,,,,,
303a1816-8fee-4d30-9878-2a379403d56e,CA0210000,,,,6/19/2021 18:50,15,Yes,12250,,"1_Patrol, traffic enforcement, field operations",,,100 Donahue Street,MARIN CITY,No,,,7_White,,1_Male,,No,30,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Theft,,,,,488,9_Other rea00nable suspicion of a crime,,4_Curbside detention,18_Search of per00n was conducted,,,,,,,,,1_None,,,1_No action,,,,,11,No,Yes,,,,,,,,,,,,,,,,,
952efc58-9de7-4bfb-b569-257114a41490,CA0210000,,,,6/19/2021 20:30,45,No,13013,1,"1_Patrol, traffic enforcement, field operations",,,Rodeo ave,SAUSALITO,No,,,2_Black/African American,,1_Male,,No,25,No,4_Mental health condition,8_None,,,1_Traffic violation,Headlight out,2_Equipment violation,54014,,,,,,19_Asked for consent to search property,24_NONE,,,,,,,,,1_None,,,2_Warning (verbal or written),24400,,,,Other,No,No,,,,,,,,,,,,,,,,,
6d762bd8-d917-4afe-81f7-8dc3a6678cd1,CA0210000,,,,6/20/2021 00:02,10,No,13013,1,"1_Patrol, traffic enforcement, field operations",,,Northbound 101 paradise drive,MILL VALLEY,No,,,7_White,,1_Male,,No,30,No,8_None,,,,1_Traffic violation,Driving unsafe speed ,1_Moving violation,54106,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,Other,No,No,,,,,,,,,,,,,,,,,
bae1a647-e1d3-4760-9f6f-fb0f2806a2b3,CA0210000,,,,6/20/2021 10:17,5,No,12845,2,"1_Patrol, traffic enforcement, field operations",,,100 Miller creek rd,MARINWOOD,No,,,7_White,,1_Male,,No,45,No,8_None,,,,1_Traffic violation,Stop sign ,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,32,No,Yes,,,,,,,,,,,,,,,,,
1bb24975-eab4-4ce0-8eee-b287cce6e472,CA0210000,,,,6/20/2021 11:25,5,No,12327,6,"1_Patrol, traffic enforcement, field operations",,,700 redwood highway frontage,MILL VALLEY,No,,,3_Hispanic/Latino(a),,1_Male,,No,55,No,8_None,,,,1_Traffic violation,No stop lamps,2_Equipment violation,54194,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,13,No,No,,,,,,,,,,,,,,,,,
06c1b923-28b2-460a-ae3d-e185c6303483,CA0210000,,,,6/20/2021 07:34,3,No,11431,16,"1_Patrol, traffic enforcement, field operations",,,Northbound Highway 101/Rowland Blvd,NOVATO,No,,,7_White,,1_Male,,No,30,No,8_None,,,,1_Traffic violation,Speeding ,1_Moving violation,54106,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22350,,,,Other,Yes,Yes,,,,,,,,,,,,,,,,,
3e0cfb66-5196-41d9-b492-7ddb93ceb04d,CA0210000,,,,6/20/2021 11:37,4,No,12327,6,"1_Patrol, traffic enforcement, field operations",,,700 redwood highway frontage,MILL VALLEY,No,,,3_Hispanic/Latino(a),,1_Male,,No,30,Yes,8_None,,,,1_Traffic violation,Tinted windshield,2_Equipment violation,54196,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,13,No,Yes,,,,,,,,,,,,,,,,,
61e202df-9821-4f68-a4e4-18dd3d7c6716,CA0210000,,,,6/20/2021 11:54,7,No,12845,2,"1_Patrol, traffic enforcement, field operations",,,200 Los ranchitos rd,SAN RAFAEL,No,,,3_Hispanic/Latino(a),,1_Male,,No,28,No,8_None,,,,1_Traffic violation,Stop sign,1_Moving violation,54167,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,Other,No,Yes,,,,,,,,,,,,,,,,,
6b1bc18a-6c8e-4e0c-ac3d-5952c2f5c7c3,CA0210000,,,,6/20/2021 12:51,7,No,12327,6,"1_Patrol, traffic enforcement, field operations",,,500 redwood highway frontage,MILL VALLEY,No,,,7_White,,1_Male,,No,50,No,8_None,,,,1_Traffic violation,Stop lamps,2_Equipment violation,54194,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,13,No,No,,,,,,,,,,,,,,,,,
