contactdate,contacttime,cadincident,casenumber,dispatched,encountertype,beat,bfostopped,areastopped,blocknumber,Address,intelligenceled,bwcactivated,subject_reasonforencounter,suspicion_type_AB953,ReasonForStop,InitiatingOffense_AB953,TypeTraffic_AB953,TrafficCode,subjectnumber,LocationVehicleOccupant,subject_age,subject_agegroup,perceived_age_AB953,gender_opd,perceived_gender_AB953,GenderNonCon,LGBT,race_opd,perceived_race_AB953,RacePerceivedPrior,Disability,Fluency,Student,EduCode,EduCodeSubdivision,oaklandresident,Parole,Probation,stop_relatedactions_AB953,search_relatedactions_AB953,uof_relatedactions_AB953,other_actions_AB953,Consent_Person,Consent_Given_Person,Consent_Property,Consent_Given_Property,no_actions_above_ck,handcuffed,citationnumber,subject_durationofencounter,SearchRelatedActions_AB953,searchconducted,searched,SearchBasis_AB953,SearchTypeGrouping_opd,EvidDisc_AB953,discovery_opd,BasisForSeizure_AB953,recovery_opd,PropertySeized_AB953,ResultofStop_AB953,resultofstop_opd,UseOfForce_opd,FinalDate,VTKReportID,vtkreportid_without_minus_sign,Unique ID
7/23/21,43:00.0,LOP210723000240,NULL,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,6400,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,37,30-39,30,F,Female,0,0,Hispanic,Hispanic/Latino(a),No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269462,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,8/10/21,228WGXH1G59JQ6,228WGXH1G59JQ6,228WGXH1G59JQ6-1
7/23/21,44:00.0,LOP210723000286,NULL,Non-Dispatch,Vehicle,27Y,BFO 2,Area 4,6300,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,30,30-39,30,F,Female,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2025110,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/23/21,494WGXI1G4RY14,494WGXI1G4RY14,494WGXI1G4RY14-1
7/23/21,29:00.0,LOP210723000229,NULL,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,6300,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,32,30-39,40,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269461,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,8/10/21,228WGXHVOBFXPT,228WGXHVOBFXPT,228WGXHVOBFXPT-1
7/23/21,57:00.0,LOP210723000251,NULL,Non-Dispatch,Vehicle,27Y,BFO 2,Area 4,6300,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,50,Over 40,45,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269463,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,8/10/21,228WGXICV8MWU7,228WGXICV8MWU7,228WGXICV8MWU7-1
7/23/21,50:00.0,LOP210723000296,NULL,Non-Dispatch,Vehicle,27Y,BFO 2,Area 4,6300,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,36,30-39,30,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269467,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,8/10/21,228WGXJC4HBEOV,228WGXJC4HBEOV,228WGXJC4HBEOV-1
7/23/21,51:00.0,LOP210723000245,NULL,Non-Dispatch,Vehicle,27Y,BFO 2,Area 4,6200,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,23,18-29,25,F,Female,0,0,Hispanic,Hispanic/Latino(a),Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2270551,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/27/21,914WGXKY3JL07V,914WGXKY3JL07V,914WGXKY3JL07V-1
7/23/21,56:00.0,LOP210723000189,NULL,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,6200,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,41,Over 40,30,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269460,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,8/10/21,228WGXHEVKS15S,228WGXHEVKS15S,228WGXHEVKS15S-1
7/23/21,41:00.0,LOP210723000282,NULL,Non-Dispatch,Vehicle,27Y,BFO 2,Area 4,6000,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,56,Over 40,55,F,Female,0,0,Hispanic,Hispanic/Latino(a),Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2270553,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/27/21,914WGXKYTFM0EB,914WGXKYTFM0EB,914WGXKYTFM0EB-1
7/23/21,51:00.0,LOP210723000294,NULL,Non-Dispatch,Vehicle,26X,BFO 2,Area 4,5100,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,27,18-29,25,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2323420,8,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/23/21,456WGXJARX179T,456WGXJARX179T,456WGXJARX179T-1
7/23/21,39:00.0,LOP210723000398,NULL,Non-Dispatch,Vehicle,26X,BFO 2,Area 4,4900,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,49,Over 40,50,F,Female,0,0,White,White,Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2323424,14,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/23/21,456WGXKZJQQ4YP,456WGXKZJQQ4YP,456WGXKZJQQ4YP-1
7/23/21,57:00.0,LOP210723000302,NULL,Non-Dispatch,Vehicle,27Y,BFO 2,Area 4,4500,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,33,30-39,30,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2025111,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/23/21,494WGXJDGBIFZD,494WGXJDGBIFZD,494WGXJDGBIFZD-1
7/23/21,44:00.0,LOP210723000233,NULL,Non-Dispatch,Vehicle,26X,BFO 2,Area 4,4500,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,40,Over 40,40,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2323418,7,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/23/21,456WGXH1XLS9K7,456WGXH1XLS9K7,456WGXH1XLS9K7-1
7/23/21,56:00.0,LOP210723000303,NULL,Non-Dispatch,Vehicle,27X,BFO 2,Area 4,4400,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,64,Over 40,60,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269886,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/28/21,265WGYWERM1U45,265WGYWERM1U45,265WGYWERM1U45-1
7/23/21,58:00.0,LOP210723000253,NULL,Non-Dispatch,Vehicle,27X,BFO 2,Area 4,4400,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,54,Over 40,55,M,Male,0,0,Asian,Asian,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269882,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/28/21,265WGYVKZTMFRQ,265WGYVKZTMFRQ,265WGYVKZTMFRQ-1
7/23/21,08:00.0,LOP210723000259,NULL,Non-Dispatch,Vehicle,27X,BFO 2,Area 4,4400,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,22,18-29,25,F,Female,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269883,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/28/21,265WGYVPE0ZF38,265WGYVPE0ZF38,265WGYVPE0ZF38-1
7/23/21,27:00.0,LOP210723000276,NULL,Non-Dispatch,Vehicle,27X,BFO 2,Area 4,4400,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,32,30-39,35,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269884,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/28/21,265WGYVWGBAWV2,265WGYVWGBAWV2,265WGYVWGBAWV2-1
7/23/21,08:00.0,LOP210723000887,NULL,Non-Dispatch,Vehicle,27X,BFO 2,Area 4,4400,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,19,18-29,20,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269887,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/28/21,265WGYWKRMUXPD,265WGYWKRMUXPD,265WGYWKRMUXPD-1
7/23/21,19:00.0,LOP210723000331,NULL,Non-Dispatch,Vehicle,27X,BFO 2,Area 4,4400,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23123(A)-VC-USE CELLPH W/DRIV W/O HFD-I,Moving violation,23123(A)-VC-USE CELLPH W/DRIV W/O HFD-I,1,Driver,42,Over 40,40,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269888,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/28/21,265WGYWRFQJ564,265WGYWRFQJ564,265WGYWRFQJ564-1
7/23/21,41:00.0,LOP210723000288,NULL,Non-Dispatch,Vehicle,27X,BFO 2,Area 4,4400,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,27,18-29,30,M,Male,0,0,Other,Asian,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269885,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/28/21,265WGYV3CX8CDT,265WGYV3CX8CDT,265WGYV3CX8CDT-1
7/23/21,25:00.0,LOP210723000222,NULL,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,4300,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,29,18-29,25,M,Male,0,0,Hispanic,Hispanic/Latino(a),Yes,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269600,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/27/21,914WGXKY1DIVDH,914WGXKY1DIVDH,914WGXKY1DIVDH-1
7/23/21,35:00.0,LOP210723000351,NULL,Non-Dispatch,Vehicle,23X,BFO 2,Area 4,4300,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21651(A)-VC-DIV HWY:CROSS/U TURN VIOL-I,Moving violation,21651(A)-VC-DIV HWY:CROSS/U TURN VIOL-I,1,Driver,39,30-39,35,F,Female,0,0,Hispanic,Hispanic/Latino(a),Yes,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2323422,11,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,Citation for infraction - Offense(s) required,",Citation,NULL,7/23/21,456WGXJYXQU50W,456WGXJYXQU50W,456WGXJYXQU50W-1
7/23/21,16:00.0,LOP210723000324,NULL,Non-Dispatch,Vehicle,23X,BFO 2,Area 4,3900,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21460(A)-VC-VEH CROSS DBL SOLID LINE-I,Moving violation,21460(A)-VC-VEH CROSS DBL SOLID LINE-I,1,Driver,55,Over 40,45,M,Male,0,0,Hispanic,Hispanic/Latino(a),Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2323421,8,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/23/21,456WGXJMMWCUCK,456WGXJMMWCUCK,456WGXJMMWCUCK-1
7/23/21,25:00.0,LOP210723000272,NULL,Non-Dispatch,Vehicle,30X,BFO 2,Area 5,1400,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,Moving violation,21461(A)-VC-DRIVER FAIL OBEY SIGN/ETC-I,1,Driver,20,18-29,20,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269465,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,8/10/21,228WGXIR5FGZF0,228WGXIR5FGZF0,228WGXIR5FGZF0-1
7/23/21,00:00.0,LOP210723000083,NULL,Non-Dispatch,Vehicle,30Y,BFO 2,Area 5,7300,MacArthur Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,30,30-39,25,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2129377,25,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/24/21,881WGXDOC089IJ,881WGXDOC089IJ,881WGXDOC089IJ-1
7/23/21,05:00.0,LOP210723000313,NULL,Non-Dispatch,Vehicle,27Y,BFO 2,Area 4,1400,Seminary Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,84,Over 40,75,M,Male,0,0,Black/African American,Black/African American,Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2270554,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/27/21,914WGXKYZE1LBO,914WGXKYZE1LBO,914WGXKYZE1LBO-1
7/23/21,05:00.0,LOP210723000255,NULL,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,1300,Seminary Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,40,Over 40,40,F,Female,0,0,Hispanic,Hispanic/Latino(a),Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2270552,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/27/21,914WGXKY4OKKWL,914WGXKY4OKKWL,914WGXKY4OKKWL-1
7/23/21,40:00.0,LOP210723000354,21-034137,Non-Dispatch,Vehicle,26Y,BFO 2,Area 4,1300,Seminary Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,Moving violation,23123.5-VC-NO HND HLD DEVICE W/DRIVE-I,1,Driver,33,30-39,30,F,Female,0,0,White,White,Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,"Person removed from vehicle by order,Handcuffed or flex cuffed,","Search of person conducted,",NULL,NULL,No,NULL,Yes,Yes,0,Yes,2270556,45,"Search of person conducted,",Yes,Person,"Consent given,Officer safety/safety of others,Incident to arrest,",Discretionary Search,"Weapon(s) other than a firearm,",Yes,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,Custodial arrest pursuant to outstanding warrant,",Arrest,NULL,7/27/21,914WGXKZBDV1CW,914WGXKZBDV1CW,914WGXKZBDV1CW-1
7/24/21,11:00.0,LOP210724000824,21-034349,Non-Dispatch,Vehicle,21X,BFO 1,Area 3,1500,23rd Avenue,Yes,Yes,Traffic violation,NULL,Traffic Violation,22350-VC-UNSAFE SPEED:PREVAIL COND-I,Equipment violation,22350-VC-UNSAFE SPEED:PREVAIL COND-I,1,Driver,19,18-29,20,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,"Handcuffed or flex cuffed,Patrol car detention,","Search of person conducted,",NULL,NULL,No,NULL,No,NULL,0,Yes,2066394,20,"Search of person conducted,",Yes,Person,"Suspected weapons,",Discretionary Search,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,10/16/21,809WGYWUV95SVR,809WGYWUV95SVR,809WGYWUV95SVR-1
7/24/21,53:00.0,LOP210724000808,NULL,Non-Dispatch,Pedestrian,19X,BFO 1,Area 3,1500,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,22107-VC-UNSAF TURN &/OR NO SIGNAL-I,Moving violation,22107-VC-UNSAF TURN &/OR NO SIGNAL-I,1,Driver,28,18-29,25,M,Male,0,0,Asian,Middle Eastern or South Asian,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,10/19/21,809WGYS3ISYBES,809WGYS3ISYBES,809WGYS3ISYBES-1
7/25/21,00:00.0,LOP210725000755,NULL,Non-Dispatch,Vehicle,03Y,BFO 1,Area 1,500,7th Street,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,69,Over 40,50,M,Male,0,0,Black/African American,Black/African American,Yes,"None,",0,NULL,NULL,NULL,Unknown,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,8/1/21,464WGZSIZHOSD1,464WGZSIZHOSD1,464WGZSIZHOSD1-1
7/25/21,40:00.0,LOP210725001057,21-034549,Non-Dispatch,Vehicle,30X,BFO 2,Area 5,1900,81st Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,5200(A)-VC-DISPLAY LIC PLATES WRONG-I,Equipment violation,5200(A)-VC-DISPLAY LIC PLATES WRONG-I,1,Driver,45,Over 40,40,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,30,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,7/27/21,860WG04KX4K0Q7,860WG04KX4K0Q7,860WG04KX4K0Q7-1
7/25/21,01:00.0,LOP210725000709,NULL,Non-Dispatch,Vehicle,19X,BFO 1,Area 3,1600,E 12th Street,Yes,Yes,Traffic violation,NULL,Traffic Violation,26708.5-VC-WINDOW INSTAL/ETC MAT VIO-I,Equipment violation,26708.5-VC-WINDOW INSTAL/ETC MAT VIO-I,1,Driver,20,18-29,25,M,Male,0,0,Asian,Asian,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,5,NULL,No,None,NULL,NULL,"Marijuana,",Yes,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,7/25/21,809WGZRAZ6P1R4,809WGZRAZ6P1R4,809WGZRAZ6P1R4-1
7/25/21,01:00.0,LOP210725000709,NULL,Non-Dispatch,Vehicle,19X,BFO 1,Area 3,1600,E 12th Street,Yes,Yes,Traffic violation,NULL,Traffic Violation,26708.5-VC-WINDOW INSTAL/ETC MAT VIO-I,Equipment violation,26708.5-VC-WINDOW INSTAL/ETC MAT VIO-I,2,Passenger,18,18-29,25,F,Female,0,0,Asian,Asian,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,5,NULL,No,None,NULL,NULL,"Marijuana,",Yes,NULL,No,NULL,"Field Interview card completed,",No Action,NULL,7/25/21,809WGZRAZ6P1R4,809WGZRAZ6P1R4,809WGZRAZ6P1R4-2
7/25/21,49:00.0,LOP210725000377,NULL,Non-Dispatch,Vehicle,27Y,BFO 2,Area 4,5400,Fairfax Avenue,Yes,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,32,30-39,30,F,Female,0,0,Hispanic,Hispanic/Latino(a),Yes,"Speech impairment or limited use of language,",1,NULL,NULL,NULL,Yes,0,0,"Curbside detention,",NULL,NULL,NULL,No,NULL,No,NULL,0,No,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,7/25/21,470WGZJ2E5BLOF,470WGZJ2E5BLOF,470WGZJ2E5BLOF-1
7/25/21,49:00.0,LOP210725000096,NULL,Non-Dispatch,Vehicle,30Y,BFO 2,Area 5,7600,Garfield Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,22350-VC-UNSAFE SPEED:PREVAIL COND-I,Moving violation,22350-VC-UNSAFE SPEED:PREVAIL COND-I,1,Driver,23,18-29,20,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",1,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2042273,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,7/25/21,LPRWGZBGGUPJS3,LPRWGZBGGUPJS3,LPRWGZBGGUPJS3-1
