date,time,race,race perceived prior,type,location,sunsettime,dusktime,mins_sunset,mins_dusk,mins_stop_time,mins_before_dusk,itp,dark,neighborhood,zip,coords,gmap address
2021-09-17,1900-01-01 17:55:00,white,False,Moving Violation,2100  vine st,19:13:00,19:39:46,1153.0,1180.0,1075.0,105.0,1,0,Vine Street,1524,"37.8800282, -122.2690442","2100 Vine St, Berkeley, CA 94709, USA"
2021-09-28,1900-01-01 20:22:00,black/african american,False,Moving Violation,2200  ashby ave,18:55:52,19:22:32,1136.0,1163.0,1222.0,-59.0,1,1,Ashby Avenue,94705,"37.8556861, -122.2635093","2200 Ashby Ave, Berkeley, CA 94705, USA"
2021-03-01,1900-01-01 17:19:00,black/african american,True,Moving Violation,2200  ashby ave,18:02:50,18:29:42,1083.0,1110.0,1039.0,71.0,1,0,Ashby Avenue,94705,"37.8556861, -122.2635093","2200 Ashby Ave, Berkeley, CA 94705, USA"
2020-10-04,1900-01-01 21:07:00,black/african american,False,Moving Violation,2200  bancroft way,18:46:22,19:13:04,1126.0,1153.0,1267.0,-114.0,1,1,Bancroft Way,4205,"37.867428, -122.2655774","2200 Bancroft Way, Berkeley, CA 94720, USA"
2022-02-15,1900-01-01 20:27:00,asian,False,Moving Violation,2200  bancroft way,17:47:59,18:15:24,1068.0,1095.0,1227.0,-132.0,1,1,Bancroft Way,4205,"37.867428, -122.2655774","2200 Bancroft Way, Berkeley, CA 94720, USA"
2022-02-08,1900-01-01 17:57:00,black/african american,False,Moving Violation,2200  bonar st,17:40:19,18:08:06,1060.0,1088.0,1077.0,11.0,1,0,Bonar Street,1808,"37.8669549, -122.2869382","2200 Bonar St, Berkeley, CA 94702, USA"
2022-02-25,1900-01-01 20:37:00,hispanic/latino,False,Moving Violation,2200  bonar st,17:58:31,18:25:31,1079.0,1106.0,1237.0,-131.0,1,1,Bonar Street,1808,"37.8669549, -122.2869382","2200 Bonar St, Berkeley, CA 94702, USA"
2021-02-19,1900-01-01 19:01:00,black/african american,False,Moving Violation,2200  california st,17:52:31,18:19:44,1073.0,1100.0,1141.0,-41.0,1,1,California Street,1608,"37.8678409, -122.2794835","2200 California St, Berkeley, CA 94703, USA"
2021-12-19,1900-01-01 21:01:00,black/african american,False,Moving Violation,2200  channing way,16:52:24,17:22:26,1012.0,1042.0,1261.0,-219.0,1,1,Channing Way,94704,"37.8659764, -122.2654224","2200 Channing Way, Berkeley, CA 94704, USA"
2022-03-21,1900-01-01 21:02:00,white,False,Moving Violation,2200  durant ave,19:21:50,19:48:35,1162.0,1189.0,1262.0,-73.0,1,1,Durant Avenue,1521,"37.8666634, -122.2654341","2200 Durant Ave, Berkeley, CA 94704, USA"
2021-09-08,1900-01-01 19:39:00,white,False,Moving Violation,2200  durant ave,19:26:59,19:54:00,1167.0,1194.0,1179.0,15.0,1,0,Durant Avenue,1521,"37.8666634, -122.2654341","2200 Durant Ave, Berkeley, CA 94704, USA"
2021-09-07,1900-01-01 20:15:00,asian,False,Moving Violation,2200  durant ave,19:28:31,19:55:34,1169.0,1196.0,1215.0,-19.0,1,1,Durant Avenue,1521,"37.8666634, -122.2654341","2200 Durant Ave, Berkeley, CA 94704, USA"
2021-09-19,1900-01-01 19:46:00,asian,False,Moving Violation,2200  dwight way,19:09:53,19:36:36,1150.0,1177.0,1186.0,-9.0,1,1,Dwight Way,94704,"37.8640792, -122.2651007","2200 Dwight Way, Berkeley, CA 94704, USA"
2021-01-18,1900-01-01 20:04:00,hispanic/latino,False,Equipment Violation,2200  dwight.,17:17:14,17:46:18,1037.0,1066.0,1204.0,-138.0,1,1,Dwight Way,94704,"37.8640792, -122.2651007","2200 Dwight Way, Berkeley, CA 94704, USA"
2022-08-04,1900-01-01 19:02:00,white,False,Moving Violation,2200  fulton,20:14:27,20:43:48,1214.0,1244.0,1142.0,102.0,1,0,Fulton Street,1449,"37.8687106, -122.2662569","2200 Fulton St, Berkeley, CA 94704, USA"
2021-10-16,1900-01-01 20:25:00,asian,False,Moving Violation,2200  fulton st,18:29:21,18:56:21,1109.0,1136.0,1225.0,-89.0,1,1,Fulton Street,1449,"37.8687106, -122.2662569","2200 Fulton St, Berkeley, CA 94704, USA"
2020-12-01,1900-01-01 17:33:00,middle eastern/south asian,False,Moving Violation,2200  haste st,16:49:49,17:19:22,1010.0,1039.0,1053.0,-14.0,1,1,Haste Street,94704,"37.8652312, -122.2656239","2200 Haste St, Berkeley, CA 94704, USA"
2022-08-26,1900-01-01 20:46:00,mixed,False,Equipment Violation,2200  martin luther king jr  way,19:46:42,20:14:23,1187.0,1214.0,1246.0,-32.0,1,1,Martin Luther King Junior Way,1411,"37.8686255, -122.2729875","2200 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2022-04-11,1900-01-01 18:11:00,asian,False,Equipment Violation,2200  martin luther king jr way,19:41:10,20:08:40,1181.0,1209.0,1091.0,118.0,1,0,Martin Luther King Junior Way,1411,"37.8686255, -122.2729875","2200 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2021-11-21,1900-01-01 17:34:00,white,False,Moving Violation,2200  martin luther king jr way,16:53:18,17:22:17,1013.0,1042.0,1054.0,-12.0,1,1,Martin Luther King Junior Way,1411,"37.8686255, -122.2729875","2200 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2021-06-05,1900-01-01 18:33:00,asian,True,Moving Violation,2200  martin luther king jr way,20:28:10,20:59:48,1228.0,1260.0,1113.0,147.0,1,0,Martin Luther King Junior Way,1411,"37.8686255, -122.2729875","2200 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2020-11-08,1900-01-01 20:22:00,middle eastern/south asian,False,Moving Violation,2200  martin luther king jr way,17:02:22,17:30:33,1022.0,1051.0,1222.0,-171.0,1,1,Martin Luther King Junior Way,1411,"37.8686255, -122.2729875","2200 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2021-07-24,1900-01-01 18:03:00,white,False,Moving Violation,2200  milvia st,20:24:26,20:54:42,1224.0,1255.0,1083.0,172.0,1,0,Milvia Street,94704,"37.8689053, -122.2706338","2200 Milvia St, Berkeley, CA 94704, USA"
2020-10-25,1900-01-01 19:27:00,black/african american,False,Equipment Violation,2200  oxford st,18:17:19,18:44:43,1097.0,1125.0,1167.0,-42.0,1,1,Oxford Street,94704,"37.8695038, -122.2661179","2200 Oxford St, Berkeley, CA 94704, USA"
2022-04-08,1900-01-01 19:34:00,black/african american,False,Equipment Violation,2200  oxford st,19:38:25,20:05:45,1178.0,1206.0,1174.0,32.0,1,0,Oxford Street,94704,"37.8695038, -122.2661179","2200 Oxford St, Berkeley, CA 94704, USA"
2021-07-30,1900-01-01 19:09:00,white,True,Non-moving violation / including registration,2200  oxford st,20:19:13,20:48:59,1219.0,1249.0,1149.0,100.0,1,0,Oxford Street,94704,"37.8695038, -122.2661179","2200 Oxford St, Berkeley, CA 94704, USA"
2022-01-30,1900-01-01 19:26:00,asian,False,Moving Violation,2200  piedmont ave,17:30:15,17:58:35,1050.0,1079.0,1166.0,-87.0,1,1,Piedmont Avenue,94611,"37.821037, -122.2606773","2200 Piedmont Ave, Oakland, CA 94611, USA"
2020-10-23,1900-01-01 18:55:00,middle eastern/south asian,False,Equipment Violation,2200  san pablo ave,18:19:48,18:47:06,1100.0,1127.0,1135.0,-8.0,1,1,San Pablo Avenue,2038,"37.86610599999999, -122.2915501","2200 San Pablo Ave, Berkeley, CA 94702, USA"
2020-12-02,1900-01-01 20:56:00,black/african american,False,Equipment Violation,2200  san pablo ave,16:49:40,17:19:16,1010.0,1039.0,1256.0,-217.0,1,1,San Pablo Avenue,2038,"37.86610599999999, -122.2915501","2200 San Pablo Ave, Berkeley, CA 94702, USA"
2021-04-09,1900-01-01 20:38:00,pacific islander,False,Non-moving violation / including registration,2200  san pablo ave,19:39:33,20:06:57,1180.0,1207.0,1238.0,-31.0,1,1,San Pablo Avenue,2038,"37.86610599999999, -122.2915501","2200 San Pablo Ave, Berkeley, CA 94702, USA"
2020-12-19,1900-01-01 18:35:00,black/african american,False,Moving Violation,2200  san pablo ave,16:52:30,17:22:33,1012.0,1043.0,1115.0,-72.0,1,1,San Pablo Avenue,2038,"37.86610599999999, -122.2915501","2200 San Pablo Ave, Berkeley, CA 94702, USA"
2020-12-10,1900-01-01 18:45:00,hispanic/latino,False,Moving Violation,2200  san pablo ave,16:49:46,17:19:39,1010.0,1040.0,1125.0,-85.0,1,1,San Pablo Avenue,2038,"37.86610599999999, -122.2915501","2200 San Pablo Ave, Berkeley, CA 94702, USA"
2020-12-31,1900-01-01 19:25:00,white,False,Equipment Violation,2200  san pablo ave,17:00:03,17:29:57,1020.0,1050.0,1165.0,-115.0,1,1,San Pablo Avenue,2038,"37.86610599999999, -122.2915501","2200 San Pablo Ave, Berkeley, CA 94702, USA"
2021-12-03,1900-01-01 17:51:00,white,False,Moving Violation,2200  san pablo ave,16:49:34,17:19:12,1010.0,1039.0,1071.0,-32.0,1,1,San Pablo Avenue,2038,"37.86610599999999, -122.2915501","2200 San Pablo Ave, Berkeley, CA 94702, USA"
2021-03-27,1900-01-01 20:49:00,middle eastern/south asian,False,Moving Violation,2200  san pablo ave,19:27:37,19:54:30,1168.0,1194.0,1249.0,-55.0,1,1,San Pablo Avenue,2038,"37.86610599999999, -122.2915501","2200 San Pablo Ave, Berkeley, CA 94702, USA"
2022-02-15,1900-01-01 19:18:00,asian,False,Moving Violation,2200  shattuck ave,17:47:59,18:15:24,1068.0,1095.0,1158.0,-63.0,1,1,Shattuck Avenue,1416,"37.8692266, -122.2682798","2200 Shattuck Ave., Berkeley, CA 94704, USA"
2022-08-13,1900-01-01 19:05:00,black/african american,False,Equipment Violation,2200  shattuck ave,20:04:06,20:32:43,1204.0,1233.0,1145.0,88.0,1,0,Shattuck Avenue,1416,"37.8692266, -122.2682798","2200 Shattuck Ave., Berkeley, CA 94704, USA"
2022-02-27,1900-01-01 18:55:00,hispanic/latino,False,Moving Violation,2200  shattuck avenue,18:00:34,18:27:30,1081.0,1108.0,1135.0,-27.0,1,1,Shattuck Avenue,1416,"37.8692266, -122.2682798","2200 Shattuck Ave., Berkeley, CA 94704, USA"
2021-12-18,1900-01-01 20:15:00,white,False,Moving Violation,2300  ashby ave,16:51:58,17:22:00,1012.0,1042.0,1215.0,-173.0,1,1,Ashby Avenue,1910,"37.8558077, -122.2611128","2300 Ashby Ave, Berkeley, CA 94705, USA"
2021-09-28,1900-01-01 20:06:00,black/african american,False,Moving Violation,2300  ashby ave,18:55:52,19:22:32,1136.0,1163.0,1206.0,-43.0,1,1,Ashby Avenue,1910,"37.8558077, -122.2611128","2300 Ashby Ave, Berkeley, CA 94705, USA"
2020-11-18,1900-01-01 19:11:00,hispanic/latino,False,Moving Violation,2300  bancroft way,16:54:50,17:23:39,1015.0,1044.0,1151.0,-107.0,1,1,Bancroft Way,1604,"37.8679187, -122.2629517","2300 Bancroft Way, Berkeley, CA 94704, USA"
2022-06-20,1900-01-01 18:24:00,middle eastern/south asian,False,Moving Violation,2300  bancroft way,20:34:16,21:06:17,1234.0,1266.0,1104.0,162.0,1,0,Bancroft Way,1604,"37.8679187, -122.2629517","2300 Bancroft Way, Berkeley, CA 94704, USA"
2020-12-09,1900-01-01 20:48:00,hispanic/latino,False,Moving Violation,2300  blake st,16:49:38,17:19:30,1010.0,1040.0,1248.0,-208.0,1,1,Blake Street,94704,"37.8636504, -122.2628192","2300 Blake St, Berkeley, CA 94704, USA"
2021-03-12,1900-01-01 18:32:00,black/african american,False,Equipment Violation,2300  bonar st,18:13:35,18:40:18,1094.0,1120.0,1112.0,8.0,1,0,Bonar Street,94702,"37.8652696, -122.286793","2300 Bonar St, Berkeley, CA 94702, USA"
2022-03-13,1900-01-01 19:30:00,black/african american,False,Equipment Violation,2300  channing way,19:14:19,19:41:01,1154.0,1181.0,1170.0,11.0,1,0,Channing Way,94704,"37.8661669, -122.2634387","2300 Channing Way, Berkeley, CA 94704, USA"
2022-09-16,1900-01-01 19:07:00,middle eastern/south asian,False,Moving Violation,2300  channing way,19:14:57,19:41:44,1155.0,1182.0,1147.0,35.0,1,0,Channing Way,94704,"37.8661669, -122.2634387","2300 Channing Way, Berkeley, CA 94704, USA"
2020-12-11,1900-01-01 20:40:00,hispanic/latino,False,Equipment Violation,2300  channing way,16:49:56,17:19:51,1010.0,1040.0,1240.0,-200.0,1,1,Channing Way,94704,"37.8661669, -122.2634387","2300 Channing Way, Berkeley, CA 94704, USA"
2022-04-03,1900-01-01 19:11:00,black/african american,False,Moving Violation,2300  college ave,19:33:49,20:00:56,1174.0,1201.0,1151.0,50.0,1,0,College Avenue,1723,"37.869071, -122.2548648","2300 College Ave, Berkeley, CA 94704, USA"
2022-08-19,1900-01-01 20:06:00,hispanic/latino,False,Moving Violation,2300  dana st,19:56:23,20:24:32,1196.0,1225.0,1206.0,19.0,1,0,Dana Street,94704,"37.8684265, -122.2614585","2300 Dana St, Berkeley, CA 94704, USA"
2022-09-04,1900-01-01 19:55:00,hispanic/latino,False,Moving Violation,2300  dana st,19:33:27,20:00:39,1173.0,1201.0,1195.0,6.0,1,0,Dana Street,94704,"37.8684265, -122.2614585","2300 Dana St, Berkeley, CA 94704, USA"
2022-03-27,1900-01-01 19:21:00,hispanic/latino,False,Equipment Violation,2300  durant ave,19:27:23,19:54:16,1167.0,1194.0,1161.0,33.0,1,0,Durant Avenue,1607,"37.8670305, -122.2632397","2300 Durant Ave, Berkeley, CA 94704, USA"
2022-07-14,1900-01-01 17:29:00,middle eastern/south asian,False,Moving Violation,2300  durant ave,20:31:04,21:02:09,1231.0,1262.0,1049.0,213.0,1,0,Durant Avenue,1607,"37.8670305, -122.2632397","2300 Durant Ave, Berkeley, CA 94704, USA"
2022-01-07,1900-01-01 19:41:00,hispanic/latino,False,Moving Violation,2300  durant ave,17:05:52,17:35:31,1026.0,1056.0,1181.0,-125.0,1,1,Durant Avenue,1607,"37.8670305, -122.2632397","2300 Durant Ave, Berkeley, CA 94704, USA"
2021-06-19,1900-01-01 20:54:00,white,False,Moving Violation,2300  haste st,20:34:05,21:06:06,1234.0,1266.0,1254.0,12.0,1,0,Haste Street,94704,"37.8654511, -122.263164","2300 Haste St, Berkeley, CA 94704, USA"
2020-12-11,1900-01-01 21:06:00,middle eastern/south asian,False,Equipment Violation,2300  martin luther king jr way,16:49:56,17:19:51,1010.0,1040.0,1266.0,-226.0,1,1,Martin Luther King Junior Way,1412,"37.8665625, -122.2734066","2300 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2022-05-29,1900-01-01 20:54:00,black/african american,False,Moving Violation,2300  martin luther king jr way,20:23:28,20:54:40,1223.0,1255.0,1254.0,1.0,1,0,Martin Luther King Junior Way,1412,"37.8665625, -122.2734066","2300 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2021-01-09,1900-01-01 18:21:00,hispanic/latino,False,Moving Violation,2300  martin luther king jr way,17:08:00,17:37:33,1028.0,1058.0,1101.0,-43.0,1,1,Martin Luther King Junior Way,1412,"37.8665625, -122.2734066","2300 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2021-02-26,1900-01-01 21:01:00,black/african american,False,Moving Violation,2300  martin luther king jr way,17:59:47,18:26:45,1080.0,1107.0,1261.0,-154.0,1,1,Martin Luther King Junior Way,1412,"37.8665625, -122.2734066","2300 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2021-07-31,1900-01-01 17:47:00,black/african american,False,Non-moving violation / including registration,2300  milvia st,20:18:15,20:47:56,1218.0,1248.0,1067.0,181.0,1,0,Milvia Street,94704,"37.8672662, -122.2702523","2300 Milvia St, Berkeley, CA 94704, USA"
2021-09-17,1900-01-01 20:13:00,white,False,Moving Violation,2300  milvia st,19:13:00,19:39:46,1153.0,1180.0,1213.0,-33.0,1,1,Milvia Street,94704,"37.8672662, -122.2702523","2300 Milvia St, Berkeley, CA 94704, USA"
2022-02-17,1900-01-01 18:40:00,black/african american,False,Moving Violation,2300  milvia st,17:50:08,18:17:27,1070.0,1097.0,1120.0,-23.0,1,1,Milvia Street,94704,"37.8672662, -122.2702523","2300 Milvia St, Berkeley, CA 94704, USA"
2022-01-02,1900-01-01 19:46:00,white,False,Moving Violation,2300  piedmont ave,17:01:28,17:31:18,1021.0,1051.0,1186.0,-135.0,1,1,Piedmont Avenue,1807,"37.8695859, -122.2523046","2300 Piedmont Ave, Berkeley, CA 94704, USA"
2021-12-04,1900-01-01 21:00:00,black/african american,False,Moving Violation,2300  piedmont ave,16:49:29,17:19:10,1009.0,1039.0,1260.0,-221.0,1,1,Piedmont Avenue,1807,"37.8695859, -122.2523046","2300 Piedmont Ave, Berkeley, CA 94704, USA"
2021-09-04,1900-01-01 19:44:00,mixed,True,Moving Violation,2300  sacramento st,19:33:05,20:00:16,1173.0,1200.0,1184.0,16.0,1,0,Sacramento Street,94115,"37.7903698, -122.4309216","2300 Sacramento St, San Francisco, CA 94115, USA"
2020-10-16,1900-01-01 19:44:00,white,False,Moving Violation,2300  san pablo ave,18:29:01,18:56:02,1109.0,1136.0,1184.0,-48.0,1,1,San Pablo Avenue,94702,"37.8642889, -122.2910739","2300 San Pablo Ave, Berkeley, CA 94702, USA"
2022-04-15,1900-01-01 18:20:00,hispanic/latino,False,Moving Violation,2300  san pablo ave,19:44:51,20:12:35,1185.0,1213.0,1100.0,113.0,1,0,San Pablo Avenue,94702,"37.8642889, -122.2910739","2300 San Pablo Ave, Berkeley, CA 94702, USA"
2022-06-23,1900-01-01 18:31:00,black/african american,False,Non-moving violation / including registration,2300  san pablo ave,20:34:49,21:06:49,1235.0,1267.0,1111.0,156.0,1,0,San Pablo Avenue,94702,"37.8642889, -122.2910739","2300 San Pablo Ave, Berkeley, CA 94702, USA"
2020-11-28,1900-01-01 20:28:00,black/african american,False,Equipment Violation,2300  san pablo ave,16:50:28,17:19:51,1010.0,1040.0,1228.0,-188.0,1,1,San Pablo Avenue,94702,"37.8642889, -122.2910739","2300 San Pablo Ave, Berkeley, CA 94702, USA"
2021-09-24,1900-01-01 18:55:00,white,False,Equipment Violation,2300  san pablo ave,19:02:04,19:28:45,1142.0,1169.0,1135.0,34.0,1,0,San Pablo Avenue,94702,"37.8642889, -122.2910739","2300 San Pablo Ave, Berkeley, CA 94702, USA"
2021-08-12,1900-01-01 18:46:00,asian,True,Moving Violation,2300  san pablo avenue,20:05:02,20:33:42,1205.0,1234.0,1126.0,108.0,1,0,San Pablo Avenue,94702,"37.8642889, -122.2910739","2300 San Pablo Ave, Berkeley, CA 94702, USA"
2021-06-26,1900-01-01 18:52:00,black/african american,False,Moving Violation,2300  shattuck ave,20:35:07,21:07:03,1235.0,1267.0,1132.0,135.0,1,0,Shattuck Avenue,1517,"37.867115, -122.268252","2300 Shattuck Ave., Berkeley, CA 94704, USA"
2021-11-17,1900-01-01 17:39:00,black/african american,True,Moving Violation,2300  telegraph ave,16:55:36,17:24:20,1016.0,1044.0,1059.0,-15.0,1,1,Telegraph Avenue,2421,"37.8126736, -122.2685346","2300 Telegraph Ave, Oakland, CA 94612, USA"
2021-09-04,1900-01-01 18:13:00,middle eastern/south asian,False,Moving Violation,2300  warring st,19:33:05,20:00:16,1173.0,1200.0,1093.0,107.0,1,0,Warring Street,1896,"37.8690673, -122.2511645","2300 Warring St, Berkeley, CA 94704, USA"
2022-01-14,1900-01-01 20:47:00,black/african american,False,Moving Violation,2300  shattuck,17:12:45,17:42:04,1033.0,1062.0,1247.0,-185.0,1,1,Shattuck Avenue,1517,"37.867115, -122.268252","2300 Shattuck Ave., Berkeley, CA 94704, USA"
2020-10-07,1900-01-01 19:00:00,hispanic/latino,False,Moving Violation,2400  6th st,18:41:53,19:08:39,1122.0,1149.0,1140.0,9.0,1,0,Sixth Street,2414,"37.8616492, -122.2958613","2400 Sixth St, Berkeley, CA 94710, USA"
2021-12-03,1900-01-01 19:59:00,asian,False,Moving Violation,2400  6th st,16:49:34,17:19:12,1010.0,1039.0,1199.0,-160.0,1,1,Sixth Street,2414,"37.8616492, -122.2958613","2400 Sixth St, Berkeley, CA 94710, USA"
2020-12-12,1900-01-01 20:32:00,black/african american,False,Moving Violation,2400  7th st,16:50:08,17:20:05,1010.0,1040.0,1232.0,-192.0,1,1,7th Street,94607,"37.809073, -122.3161956","2400 7th St, Oakland, CA 94607, USA"
2022-08-13,1900-01-01 17:29:00,black/african american,False,Moving Violation,2400  9th st,20:04:06,20:32:43,1204.0,1233.0,1049.0,184.0,1,0,9th Street,1300,"37.8107875, -122.3031808","2400 9th St, Oakland, CA 94607, USA"
2022-01-06,1900-01-01 20:36:00,white,False,Moving Violation,2400  ashby ave,17:04:57,17:34:38,1025.0,1055.0,1236.0,-181.0,1,1,Ashby Avenue,94705,"37.8560672, -122.2595141","2400 Ashby Ave, Berkeley, CA 94705, USA"
2022-04-22,1900-01-01 18:40:00,white,False,Moving Violation,2400  ashby ave i’m,19:51:20,20:19:32,1191.0,1220.0,1120.0,100.0,1,0,2400,94705,"37.8560672, -122.2595141","2400 Ashby Ave i m, Berkeley, CA 94705, USA"
2022-04-22,1900-01-01 20:55:00,hispanic/latino,False,Moving Violation,2400  bancroft way,19:51:20,20:19:32,1191.0,1220.0,1255.0,-35.0,1,1,Bancroft Way,1609,"37.8680558, -122.2610652","2400 Bancroft Way, Berkeley, CA 94704, USA"
2020-11-17,1900-01-01 17:58:00,hispanic/latino,False,Moving Violation,2400  carleton st,16:55:27,17:24:12,1015.0,1044.0,1078.0,-34.0,1,1,Carleton Street,3311,"37.8620605, -122.2598964","2400 Carleton St, Berkeley, CA 94704, USA"
2021-12-26,1900-01-01 20:09:00,black/african american,False,Equipment Violation,2400  channing way,16:56:15,17:26:16,1016.0,1046.0,1209.0,-163.0,1,1,Channing Way,94704,"37.8667818, -122.2589801","2400 Channing Way, Berkeley, CA 94704, USA"
2021-09-07,1900-01-01 20:46:00,asian,False,Moving Violation,2400  college ave,19:28:31,19:55:34,1169.0,1196.0,1246.0,-50.0,1,1,College Avenue,94704,"37.8674857, -122.2542473","2400 College Ave, Berkeley, CA 94704, USA"
2021-03-01,1900-01-01 19:45:00,white,False,Equipment Violation,2400  college ave,18:02:50,18:29:42,1083.0,1110.0,1185.0,-75.0,1,1,College Avenue,94704,"37.8674857, -122.2542473","2400 College Ave, Berkeley, CA 94704, USA"
2021-12-17,1900-01-01 20:57:00,black/african american,False,Moving Violation,2400  dana st,16:51:34,17:21:36,1012.0,1042.0,1257.0,-215.0,1,1,Dana Street,2262,"37.8664596, -122.2613344","2400 Dana St, Berkeley, CA 94704, USA"
2021-09-23,1900-01-01 18:38:00,black/african american,False,Moving Violation,2400  derby st,19:03:38,19:30:19,1144.0,1170.0,1118.0,52.0,1,0,Derby Street,1134,"37.8612548, -122.2600014","2400 Derby St, Berkeley, CA 94705, USA"
2022-07-03,1900-01-01 20:54:00,hispanic/latino,False,Moving Violation,2400  dwight way,20:34:43,21:06:26,1235.0,1266.0,1254.0,12.0,1,0,Dwight Way,94704,"37.8648356, -122.2607081","2400 Dwight Way, Berkeley, CA 94704, USA"
2021-02-25,1900-01-01 18:19:00,black/african american,False,Moving Violation,2400  dwight way,17:58:46,18:25:46,1079.0,1106.0,1099.0,7.0,1,0,Dwight Way,94704,"37.8648356, -122.2607081","2400 Dwight Way, Berkeley, CA 94704, USA"
2021-10-18,1900-01-01 18:30:00,black/african american,False,Moving Violation,2400  dwight way,18:26:38,18:53:42,1107.0,1134.0,1110.0,24.0,1,0,Dwight Way,94704,"37.8648356, -122.2607081","2400 Dwight Way, Berkeley, CA 94704, USA"
2022-04-23,1900-01-01 20:20:00,middle eastern/south asian,False,Moving Violation,2400  dwight way,19:52:15,20:20:32,1192.0,1221.0,1220.0,1.0,1,0,Dwight Way,94704,"37.8648356, -122.2607081","2400 Dwight Way, Berkeley, CA 94704, USA"
2020-12-10,1900-01-01 19:36:00,hispanic/latino,False,Moving Violation,2400  dwight wy,16:49:46,17:19:39,1010.0,1040.0,1176.0,-136.0,1,1,Dwight Way,94704,"37.8648356, -122.2607081","2400 Dwight Way, Berkeley, CA 94704, USA"
2020-12-19,1900-01-01 19:28:00,asian,False,Moving Violation,2400  edwards st,16:52:30,17:22:33,1012.0,1043.0,1168.0,-125.0,1,1,Edwards Street,2126,"37.8637212, -122.2824352","2400 Edwards St, Berkeley, CA 94702, USA"
2022-03-12,1900-01-01 18:37:00,white,False,Moving Violation,2400  martin luther king jr way,18:13:21,18:40:04,1093.0,1120.0,1117.0,3.0,1,0,Martin Luther King Junior Way,1914,"37.8650024, -122.2725444","2400 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2022-03-24,1900-01-01 18:19:00,white,False,Equipment Violation,2400  martin luther king jr way,19:24:37,19:51:25,1165.0,1191.0,1099.0,92.0,1,0,Martin Luther King Junior Way,1914,"37.8650024, -122.2725444","2400 Martin Luther King Jr Way, Berkeley, CA 94704, USA"
2022-03-31,1900-01-01 19:14:00,middle eastern/south asian,False,Equipment Violation,2400  piedmont ave,19:31:04,19:58:04,1171.0,1198.0,1154.0,44.0,1,0,Piedmont Avenue,2426,"37.8673705, -122.2521745","2400 Piedmont Ave, Berkeley, CA 94704, USA"
2021-09-17,1900-01-01 17:35:00,white,False,Moving Violation,2400  piedmont ave,19:13:00,19:39:46,1153.0,1180.0,1055.0,125.0,1,0,Piedmont Avenue,2426,"37.8673705, -122.2521745","2400 Piedmont Ave, Berkeley, CA 94704, USA"
2021-09-28,1900-01-01 19:21:00,white,False,Moving Violation,2400  russell st,18:55:52,19:22:32,1136.0,1163.0,1161.0,2.0,1,0,Russell Street,94705,"37.8576647, -122.2594553","2400 Russell St, Berkeley, CA 94705, USA"
2021-02-20,1900-01-01 18:09:00,asian,False,Moving Violation,2400  sacramento st,17:53:34,18:20:45,1074.0,1101.0,1089.0,12.0,1,0,Sacramento Street,94115,"37.7901424, -122.4325984","2400 Sacramento St, San Francisco, CA 94115, USA"
2020-10-22,1900-01-01 20:26:00,black/african american,False,Equipment Violation,2400  sacramento st,18:21:04,18:48:19,1101.0,1128.0,1226.0,-98.0,1,1,Sacramento Street,94115,"37.7901424, -122.4325984","2400 Sacramento St, San Francisco, CA 94115, USA"
2022-06-19,1900-01-01 20:21:00,white,False,Moving Violation,2400  sacramento st,20:34:02,21:06:03,1234.0,1266.0,1221.0,45.0,1,0,Sacramento Street,94115,"37.7901424, -122.4325984","2400 Sacramento St, San Francisco, CA 94115, USA"
2020-10-23,1900-01-01 19:46:00,hispanic/latino,False,Moving Violation,2400  san pablo ave,18:19:48,18:47:06,1100.0,1127.0,1186.0,-59.0,1,1,San Pablo Avenue,2011,"37.8626531, -122.2903873","2400 San Pablo Ave, Berkeley, CA 94702, USA"
2022-03-13,1900-01-01 20:39:00,black/african american,False,Moving Violation,2400  san pablo ave,19:14:19,19:41:01,1154.0,1181.0,1239.0,-58.0,1,1,San Pablo Avenue,2011,"37.8626531, -122.2903873","2400 San Pablo Ave, Berkeley, CA 94702, USA"
2021-02-15,1900-01-01 21:00:00,black/african american,False,Equipment Violation,2400  san pablo ave,17:48:15,18:15:39,1068.0,1096.0,1260.0,-164.0,1,1,San Pablo Avenue,2011,"37.8626531, -122.2903873","2400 San Pablo Ave, Berkeley, CA 94702, USA"
2022-03-24,1900-01-01 19:52:00,white,False,Equipment Violation,2400  san pablo ave,19:24:37,19:51:25,1165.0,1191.0,1192.0,-1.0,1,1,San Pablo Avenue,2011,"37.8626531, -122.2903873","2400 San Pablo Ave, Berkeley, CA 94702, USA"
2021-11-19,1900-01-01 19:55:00,white,False,Moving Violation,2400  san pablo ave,16:54:23,17:23:15,1014.0,1043.0,1195.0,-152.0,1,1,San Pablo Avenue,2011,"37.8626531, -122.2903873","2400 San Pablo Ave, Berkeley, CA 94702, USA"
